"ABSOLUTE_BEAM_ID","DEVICEID","ACTIVATION_DATE","LONGITUDE","LATITUDE","SERVICE_PLAN_NAME","LATITUDE_DEGREES","LONGITUDE_DEGREES","X","CAPOVERALL","CurrentModCodValue","USGOVERALL","SPECTRAL_EFFICIENCY","SPECTRAL_EFFICIENCY_BINNED","TOTAL_USAGE","TOTAL_USAGE_BINNED","lat","lng","loc","country"
"Beam 29","TERM67","2017-10-02 18:15:40.0",2524.035949,8123.868405,"I20E_3D_.5U_NSP1",81.39780675,25.40059915,432,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1288","2017-03-08 22:16:39.0",2530.667615,8077.609169,"I20E_5D_1U_20GB_NSP1",81.29348615,25.5111269166667,457,20000,"8PSK - three-fourth",19999,2.25,"[2 to 3)",0.001,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM247","2017-09-15 23:41:56.0",2537.723757,8143.805065,"I20E_3D_.5U_NSP1",81.7300844166667,25.6287292833333,410,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM495","2017-08-17 19:02:03.0",2522.40297,8183.507244,"I20E_5D_1U_NSP1",82.3917874,25.3733828333333,418,0,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1272","2017-03-20 01:21:09.0",2520.927092,8140.09208,"I20E_3D_.5U_NSP1",81.6682013333333,25.3487848666667,389,0,"QPSK - two-third",0,1.333,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1290","2017-03-08 16:42:25.0",2544.214406,8178.372776,"I20E_3D_.5U_10GB_NSP1",82.3062129333333,25.7369067666667,458,10000,"8PSK - three-fourth",9999,2.25,"[2 to 3)",0.001,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1107","2017-05-25 22:32:44.0",2522.915346,8081.65643,"I20E_3D_.5U_NSP1",81.3609405,25.3819224333333,438,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1127","2017-05-21 02:01:02.0",2536.746838,8132.160153,"I20E_3D_.5U_NSP1",81.53600255,25.6124473,395,0,"QPSK - two-third",0,1.333,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1264","2017-03-23 16:47:57.0",2512.524052,8081.061906,"I20E_3D_.5U_NSP1",81.3510317666667,25.2087342,471,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM575","2017-08-11 23:22:00.0",2507.143463,8124.469853,"I20E_10D_2U_NSP1",81.4078308833333,25.1190577166667,453,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM87","2017-09-30 01:31:07.0",2519.859555,8217.598463,"I20E_5D_1U_NSP1",82.2933077166667,25.3309925833333,403,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM593","2017-08-10 19:57:04.0",2509.613451,8189.264777,"I20E_5D_1U_NSP1",82.4877462833333,25.1602241833333,402,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1035","2017-06-08 16:53:18.0",2506.024215,8211.509366,"I20E_3D_.5U_NSP1",82.1918227666667,25.1004035833333,437,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1134","2017-05-19 22:11:49.0",2520.494471,8187.432005,"I20E_10D_2U_NSP1",82.4572000833333,25.3415745166667,435,200,"8PSK - two-third",0,2,"[2 to 3)",0.2,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM912","2017-06-20 23:11:06.0",2509.266936,8093.543455,"I20E_3D_.5U_NSP1",81.5590575833333,25.1544489333333,469,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM465","2017-08-20 17:05:04.0",2520.898556,8169.71901,"I20E_5D_1U_NSP1",82.1619835,25.3483092666667,454,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM673","2017-07-28 22:16:41.0",2528.448232,8158.313546,"I20E_3D_.5U_NSP1",81.9718924333333,25.4741372,415,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1188","2017-04-27 21:33:15.0",2523.193173,8130.521925,"I20E_10D_2U_NSP1",81.50869875,25.3865528833333,429,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM770","2017-07-13 00:59:12.0",2545.852095,8192.716948,"I20E_3D_.5U_NSP1",82.5452824666666,25.7642015833333,446,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM786","2017-07-11 17:35:38.0",2533.417425,8180.697675,"I20E_3D_.5U_NSP1",82.34496125,25.5569570833333,443,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1142","2017-05-18 22:15:37.0",2516.140755,8109.83931,"I20E_20D_4U_NSP1",81.1639885,25.2690125833333,434,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1096","2017-05-29 19:15:21.0",2545.814123,8127.817355,"I20E_10D_2U_NSP1",81.4636225833333,25.7635687166667,400,200,"8PSK - two-third",61,2,"[2 to 3)",0.139,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM590","2017-08-10 21:46:37.0",2530.499282,8198.059122,"I20E_5D_1U_NSP1",82.6343187,25.5083213666667,449,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1371","2016-12-01 17:25:38.0",2501.447516,8142.642282,"I20E_20D_4U_NSP1",81.7107047,25.0241252666667,424,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1199","2017-04-23 21:58:16.0",2512.268549,8271.836379,"I20E_3D_.5U_NSP1",83.1972729833333,25.2044758166667,431,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM792","2017-07-11 01:32:58.0",2529.423591,8149.953462,"I20E_3D_.5U_NSP1",81.8325577,25.4903931833333,408,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1251","2017-03-30 21:11:34.0",2522.084412,8135.834804,"I20E_1.5D_.2U_5GB_NSP1",81.5972467333333,25.3680735333333,427,200,"8PSK - eight-ninth",199,2.666,"[2 to 3)",0.001,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1353","2017-01-24 21:29:05.0",2522.075806,8096.427688,"I20E_3D_.5U_10GB_NSP1",81.6071281333333,25.3679301,387,10000,"8PSK - three-fourth",0,2.25,"[2 to 3)",10,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM750","2017-07-16 10:22:04.0",2504.073994,8086.882114,"I20E_3D_.5U_NSP1",81.4480352333333,25.0678999,412,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM177","2017-09-21 22:26:15.0",2516.624711,8217.326679,"I20E_10D_2U_NSP1",82.2887779833333,25.2770785166667,447,200,"8PSK - two-third",200,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1304","2017-03-02 18:58:59.0",2544.778128,8150.939043,"I20E_3D_.5U_10GB_NSP1",81.84898405,25.7463021333333,459,10000,"8PSK - three-fourth",8003,2.25,"[2 to 3)",1.997,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM512","2017-08-16 21:38:01.0",2515.797227,8121.439021,"I20E_10D_2U_NSP1",81.3573170166667,25.2632871166667,452,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM400","2017-08-28 21:43:40.0",2519.615602,8102.693719,"I20E_3D_.5U_NSP1",81.0448953166667,25.3269267,411,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM529","2017-08-15 22:25:21.0",2516.869201,8189.215591,"I20E_3D_.5U_NSP1",82.4869265166667,25.28115335,421,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM619","2017-08-06 14:05:03.0",2517.802105,8190.622468,"I20E_5D_1U_NSP1",82.5103744666667,25.29670175,417,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1145","2017-05-18 03:30:48.0",2516.563644,8210.499188,"I20E_3D_.5U_NSP1",82.1749864666667,25.2760607333333,394,0,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM621","2017-08-06 00:00:30.0",2515.685731,8103.455876,"I20E_3D_.5U_NSP1",81.0575979333333,25.26142885,416,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1082","2017-05-31 22:55:23.0",2530.583054,8110.887147,"I20E_5D_1U_NSP1",81.18145245,25.5097175666667,463,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM761","2017-07-14 17:55:11.0",2538.840285,8192.458944,"I20E_3D_.5U_NSP1",82.5409824,25.6473380833333,466,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM535","2017-08-15 17:39:34.0",2535.075535,8133.229391,"I20E_3D_.5U_NSP1",81.5538231833333,25.58459225,419,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1349","2017-01-30 23:27:55.0",2531.087535,8133.927637,"I20E_5D_1U_NSP1",81.5654606166667,25.5181255833333,425,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM670","2017-07-29 03:20:04.0",2513.508183,8191.464961,"I20E_10D_2U_NSP1",82.5244160166667,25.2251363833333,409,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1069","2017-06-04 17:44:07.0",2519.543436,8247.212478,"I20E_5D_1U_NSP1",82.7868746333333,25.3257239333333,398,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1070","2017-06-03 16:31:29.0",2530.670003,8172.313011,"I20E_10D_2U_NSP1",82.20521685,25.5111667166667,401,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM812","2017-07-07 19:22:03.0",2558.12828,8070.39014,"I20E_20D_4U_NSP1",81.173169,25.9688046666667,456,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM252","2017-09-15 18:13:26.0",2528.07086,8180.779709,"I20E_3D_.5U_NSP1",82.3463284833333,25.4678476666667,413,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM542","2017-08-15 14:51:23.0",2520.983122,8073.213222,"I20E_3D_.5U_NSP1",81.2202203666667,25.3497187,423,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1030","2017-06-08 21:16:34.0",2513.505668,8061.20557,"I20E_3D_.5U_NSP1",81.0200928333333,25.2250944666667,436,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1262","2017-03-23 20:25:12.0",2525.276362,8136.275271,"I20E_1.5D_.2U_5GB_NSP1",81.60458785,25.4212727,426,200,"8PSK - three-fourth",199,2.25,"[2 to 3)",0.001,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM923","2017-06-19 17:59:59.0",2530.896209,8046.773705,"I20E_5D_1U_20GB_NSP1",80.77956175,25.5149368166667,396,20000,"8PSK - two-third",12486,2,"[2 to 3)",7.514,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM835","2017-07-03 19:41:04.0",2516.713892,8161.167102,"I20E_3D_.5U_NSP1",82.0194517,25.2785648666667,397,0,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1346","2017-01-31 18:41:26.0",2511.646763,8080.978268,"I20E_3D_.5U_10GB_NSP1",81.3496378,25.1941127166667,388,10000,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",10,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM548","2017-08-14 21:17:25.0",2537.729339,8200.150003,"I20E_3D_.5U_NSP1",82.00250005,25.6288223166667,420,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM892","2017-06-23 15:28:06.0",2515.329064,8154.389555,"I20E_10D_2U_NSP1",81.9064925833333,25.2554844,442,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM873","2017-06-26 22:36:55.0",2559.378112,8040.121742,"I20E_5D_1U_NSP1",80.6686957,25.9896352,468,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM931","2017-06-17 19:54:39.0",2530.669519,8195.600653,"I20E_5D_1U_NSP1",82.5933442166667,25.51115865,405,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM467","2017-08-19 19:18:32.0",2509.790426,8130.79557,"I20E_1.5D_.2U_NSP1",81.5132595,25.1631737666667,455,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM797","2017-07-10 15:42:08.0",2547.043527,8210.91085,"I20E_3D_.5U_NSP1",82.1818475,25.7840587833333,465,0,"QPSK - fifth-sixth",0,1.666,"[0.5 to 2)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM934","2017-06-17 17:06:17.0",2520.693969,8140.454952,"I20E_5D_1U_NSP1",81.6742492,25.3448994833333,406,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1091","2017-05-29 23:02:00.0",2519.172299,8204.588876,"I20E_3D_.5U_NSP1",82.0764812666667,25.3195383166667,440,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM649","2017-08-02 20:13:33.0",2523.143388,8234.039674,"I20E_5D_1U_NSP1",82.5673279,25.3857231333333,448,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM740","2017-07-19 18:30:02.0",2525.946451,8198.987762,"I20E_10D_2U_NSP1",82.6497960333333,25.43244085,430,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM938","2017-06-16 20:55:24.0",2551.912974,8125.301494,"I20E_5D_1U_NSP1",81.4216915666667,25.8652162333333,404,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM564","2017-08-12 23:23:58.0",2521.463891,8201.822794,"I20E_5D_1U_NSP1",82.0303799,25.3577315166667,450,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM791","2017-07-11 05:18:49.0",2521.968813,8172.793135,"I20E_3D_.5U_NSP1",82.2132189166667,25.3661468833333,464,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM699","2017-07-25 02:33:38.0",2531.982007,8095.570023,"I20E_20D_4U_NSP1",81.5928337166667,25.53303345,414,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1104","2017-05-26 17:42:16.0",2511.584068,8112.435187,"I20E_10D_2U_NSP1",81.2072531166667,25.1930678,462,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM165","2017-09-22 19:28:08.0",2533.476581,8188.435251,"I20E_20D_4U_NSP1",82.47392085,25.5579430166667,391,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM523","2017-08-16 15:32:35.0",2534.285421,8154.913443,"I20E_3D_.5U_NSP1",81.91522405,25.5714236833333,422,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 29","TERM1207","2017-04-21 21:09:21.0",2526.658666,8186.496177,"I20E_10D_2U_NSP1",82.44160295,25.4443111,461,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",92.7925592,26.6528495,"Tezpur, Assam","India"
"Beam 32","TERM1014","2017-06-09 19:58:42.0",2640.86038,9196.20203,"I20E_20D_4U_NSP1",92.6033671666667,26.6810063333333,619,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1072","2017-06-02 22:04:49.0",2309.21607,7707.396159,"I20E_3D_.5U_10GB_NSP1",77.1232693166667,23.1536011666667,749,10000,"8PSK - fifth-sixth",4500,2.5,"[2 to 3)",5.5,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1026","2017-06-08 23:37:16.0",2319.852822,7725.755044,"I20E_10D_2U_NSP1",77.4292507333333,23.3308803666667,745,200,"8PSK - three-fourth",200,2.25,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM244","2017-09-16 16:58:53.0",2329.127888,7705.207962,"I20E_5D_1U_20GB_NSP1",77.0867993666667,23.4854648,703,20000,"8PSK - two-third",10747,2,"[2 to 3)",9.253,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM225","2017-09-19 16:15:20.0",2624.692767,9264.675114,"I20E_3D_.5U_NSP1",93.0779185666667,26.4115461166667,561,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1256","2017-03-28 21:29:02.0",2647.262811,9235.468264,"I20E_5D_1U_20GB_NSP1",92.5911377333333,26.7877135166667,580,20000,"8PSK - three-fourth",11895,2.25,"[2 to 3)",8.105,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1013","2017-06-09 20:03:12.0",2545.290138,8128.748078,"I20E_5D_1U_20GB_NSP1",81.4791346333333,25.7548356333333,498,20000,"8PSK - three-fourth",8252,2.25,"[2 to 3)",11.748,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1247","2017-04-01 18:50:36.0",2548.297282,8103.910952,"I20E_3D_.5U_NSP1",81.0651825333333,25.8049547,474,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1284","2017-03-11 02:29:30.0",2320.464052,7639.464046,"I20E_3D_.5U_NSP1",76.6577341,23.3410675333333,739,0,"16APSK - five-sixth",0,3.333,"[3 and above)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1166","2017-05-12 17:33:59.0",2518.641763,8068.375744,"I20E_1.5D_.2U_NSP1",81.1395957333333,25.31069605,475,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1121","2017-05-22 22:27:11.0",2640.383845,9261.297989,"I20E_10D_2U_NSP1",93.02163315,26.6730640833333,585,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1154","2017-05-16 15:00:56.0",2647.75687,9225.379435,"I20E_3D_.5U_NSP1",92.4229905833333,26.7959478333333,597,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1058","2017-06-06 01:42:41.0",2648.768646,9213.43898,"I20E_3D_.5U_NSP1",92.223983,26.8128107666667,604,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1024","2017-06-09 01:07:38.0",2648.723224,9269.323323,"I20E_3D_.5U_NSP1",93.1553887166667,26.8120537333333,610,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1044","2017-06-07 19:23:37.0",2629.304792,9253.678257,"I20E_3D_.5U_NSP1",92.8946376166667,26.4884132,606,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1016","2017-06-09 18:24:38.0",2649.597685,9175.381803,"I20E_5D_1U_NSP1",92.2563633833333,26.8266280833333,564,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1017","2017-06-09 17:58:12.0",2659.137003,9286.951059,"I20E_3D_.5U_NSP1",93.4491843166667,26.9856167166667,615,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1097","2017-05-29 18:53:38.0",2629.216705,9296.876254,"I20E_5D_1U_NSP1",93.6146042333333,26.4869450833333,600,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1020","2017-06-09 16:49:25.0",2341.715036,7646.669132,"I20E_3D_.5U_NSP1",76.7778188666667,23.6952506,766,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1101","2017-05-27 17:25:49.0",2340.076902,7833.7701,"I20E_3D_.5U_NSP1",78.562835,23.6679483666667,726,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1009","2017-06-09 21:55:57.0",2519.497098,8265.339525,"I20E_3D_.5U_NSP1",83.0889920833333,25.3249516333333,523,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM521","2017-08-16 16:49:13.0",2635.337265,9259.270791,"I20E_3D_.5U_NSP1",92.9878465166667,26.5889544166667,654,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1237","2017-04-07 19:24:21.0",2323.734566,7685.863271,"I20E_10D_2U_NSP1",77.4310545166667,23.3955761,799,0,"8PSK - three-fourth",0,2.25,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM538","2017-08-15 16:46:02.0",2340.220928,7766.194419,"I20E_3D_.5U_NSP1",78.1032403166667,23.6703488,789,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1025","2017-06-08 23:53:22.0",2508.10477,8180.275659,"I20E_3D_.5U_NSP1",82.33792765,25.1350795,524,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1056","2017-06-06 04:02:47.0",2628.803589,9231.714318,"I20E_20D_4U_NSP1",92.5285719666667,26.4800598166667,592,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1156","2017-05-15 18:55:02.0",2520.546487,8267.60831,"I20E_3D_.5U_NSP1",83.1268051666667,25.34244145,512,0,"8PSK - two-third",0,2,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1260","2017-03-25 17:44:36.0",2539.957586,8074.33093,"I20E_1.5D_.2U_5GB_NSP1",81.2388488333333,25.6659597666667,486,5000,"QPSK - ninth-tenth",0,1.8,"[0.5 to 2)",5,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1229","2017-04-14 01:08:50.0",2327.084622,7697.128503,"I20E_3D_.5U_NSP1",77.6188083833333,23.4514103666667,724,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
"Beam 32","TERM1031","2017-06-08 20:48:16.0",2323.835521,7690.190255,"I20E_3D_.5U_NSP1",77.5031709166667,23.3972586833333,765,0,"8PSK - fifth-sixth",0,2.5,"[2 to 3)",0,"< 100GB",77.412615,23.2599333,"Bhopal, India","India"
